CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
17616,3,224,173,571.2,190.4,1,96.5,3,0,0.0
16716,3,44,266,319.8,106.6,1,22.0,3,1,0.33
18273,3,80,2,204.0,68.0,1,127.5,3,0,0.0
12908,3,600,176,360.0,120.0,1,68.0,3,1,0.33
15098,4,61,182,39619.5,9904.9,1,0.0,4,1,0.25
16462,4,12,64,102.0,25.5,1,72.67,4,1,0.25
16308,4,8000,37,2560.0,640.0,1,74.0,4,0,0.0
13147,4,144,10,712.8,178.2,1,29.33,4,0,0.0
16998,5,74,149,287.5,57.5,1,38.0,5,1,0.2
12823,5,230,74,1759.5,351.9,1,55.0,5,0,0.0
15100,6,58,330,635.1,105.9,1,8.2,6,3,0.5
16468,1,31,74,74.9,74.9,2,0.0,2,0,0.0
16162,1,4,252,37.4,37.4,2,0.0,2,0,0.0
16754,1,4280,372,2002.4,2002.4,2,0.0,2,0,0.0
17408,1,3,163,32.6,32.6,2,0.0,2,0,0.0
13298,1,96,1,360.0,360.0,2,0.0,2,0,0.0
15269,1,26,23,408.8,408.8,2,0.0,2,0,0.0
15442,1,120,248,594.0,594.0,2,0.0,2,0,0.0
15216,1,28,87,96.6,96.6,2,0.0,2,0,0.0
17547,1,-4,372,-11.8,-11.8,2,0.0,2,2,1.0
12666,1,-56,359,-227.4,-227.4,2,0.0,2,2,1.0
16976,1,88,267,251.5,251.5,2,0.0,2,0,0.0
17079,1,24,78,118.8,118.8,2,0.0,2,0,0.0
14642,1,76,58,96.1,96.1,2,0.0,2,0,0.0
14199,1,28,218,185.4,185.4,2,0.0,2,0,0.0
13967,1,42,145,80.7,80.7,2,0.0,2,0,0.0
13228,1,200,81,358.0,358.0,2,0.0,2,0,0.0
17942,1,38,7,77.5,77.5,2,0.0,2,0,0.0
15945,1,52,365,181.0,181.0,2,0.0,2,0,0.0
17896,1,288,23,256.3,256.3,2,0.0,2,0,0.0
17995,1,133,281,76.1,76.1,2,0.0,2,0,0.0
15691,1,72,252,136.8,136.8,2,0.0,2,0,0.0
12870,1,-2,366,-14.9,-14.9,2,0.0,2,2,1.0
16659,1,72,189,39.1,39.1,2,0.0,2,0,0.0
15638,1,-52,301,-94.0,-94.0,2,0.0,2,2,1.0
16856,1,12,14,35.4,35.4,2,0.0,2,0,0.0
17941,1,252,130,304.6,304.6,2,0.0,2,0,0.0
12917,1,120,128,594.0,594.0,2,0.0,2,0,0.0
13130,1,32,94,64.0,64.0,2,0.0,2,0,0.0
15423,1,101,38,43.5,43.5,2,0.0,2,0,0.0
17427,1,34,71,100.8,100.8,2,0.0,2,0,0.0
14603,1,400,274,660.0,660.0,2,0.0,2,0,0.0
16429,1,9,106,284.6,284.6,2,0.0,2,0,0.0
14821,1,20,366,48.8,48.8,2,0.0,2,0,0.0
15603,1,96,78,48.5,48.5,2,0.0,2,0,0.0
17831,1,12,33,35.4,35.4,2,0.0,2,0,0.0
17553,1,1048,129,1487.6,1487.6,2,0.0,2,0,0.0
12665,2,35,324,43.8,21.9,2,3.0,3,1,0.33
18080,2,642,18,1231.5,615.8,2,223.0,2,0,0.0
14792,2,0,63,0.0,0.0,2,0.0,4,2,0.5
14987,2,128,15,326.4,163.2,2,116.33,4,0,0.0
14785,2,84,10,77.4,38.7,2,2.0,3,0,0.0
14548,2,256,150,652.8,326.4,2,55.67,4,0,0.0
14053,2,215,124,260.3,130.2,2,11.67,4,0,0.0
17391,2,480,163,508.8,254.4,2,0.0,3,0,0.0
18220,2,282,219,297.8,148.9,2,2.33,4,2,0.5
18084,2,311,16,87.5,43.8,2,284.0,2,1,0.5
14777,2,-9,4,-17.4,-8.7,2,176.5,3,3,1.0
17788,2,210,73,1113.0,556.5,2,18.33,4,0,0.0
14616,3,104,242,406.1,135.4,2,36.5,3,0,0.0
16532,3,2016,17,6748.8,2249.6,2,106.67,4,0,0.0
17024,3,69,45,95.8,31.9,2,55.5,3,0,0.0
12891,3,950,185,331.0,110.3,2,53.5,3,0,0.0
14609,4,7026,72,601.6,150.4,2,74.0,4,0,0.0
13079,5,62,4,220.1,44.0,2,26.8,6,0,0.0
12587,1,50,7,104.0,104.0,3,0.0,3,0,0.0
13144,1,21,332,110.9,110.9,3,0.0,3,0,0.0
16742,1,-190,46,-464.9,-464.9,3,0.0,3,3,1.0
14946,1,22,14,100.9,100.9,3,0.0,3,0,0.0
16565,1,46,364,173.7,173.7,3,0.0,3,0,0.0
13682,1,10,187,59.5,59.5,3,0.0,3,0,0.0
12605,1,-4,365,-7.5,-7.5,3,0.0,3,3,1.0
15992,1,17,3,42.0,42.0,3,0.0,3,0,0.0
15049,1,63,273,121.2,121.2,3,0.0,3,0,0.0
16545,1,78,164,339.3,339.3,3,0.0,3,0,0.0
17536,1,6,177,76.5,76.5,3,0.0,3,0,0.0
14300,1,32,18,43.2,43.2,3,0.0,3,0,0.0
15744,1,120,77,34.8,34.8,3,0.0,3,0,0.0
14589,1,5,371,39.8,39.8,3,0.0,3,0,0.0
14148,1,16,233,157.2,157.2,3,0.0,3,0,0.0
12817,1,52,281,126.0,126.0,3,0.0,3,0,0.0
17775,1,72,254,56.4,56.4,3,0.0,3,0,0.0
12736,1,168,332,144.0,144.0,3,0.0,3,0,0.0
14185,1,6,331,197.7,197.7,3,0.0,3,0,0.0
13739,1,54,18,216.9,216.9,3,0.0,3,0,0.0
12789,1,3,65,76.9,76.9,3,0.0,3,0,0.0
18058,1,88,9,170.2,170.2,3,0.0,3,0,0.0
15374,1,126,128,168.0,168.0,3,0.0,3,0,0.0
16784,1,24,19,107.6,107.6,3,0.0,3,0,0.0
16679,1,29,366,129.8,129.8,3,0.0,3,0,0.0
13877,1,108,86,117.2,117.2,3,0.0,3,0,0.0
15286,1,55,49,240.6,240.6,3,0.0,3,0,0.0
13132,1,20,261,77.3,77.3,3,0.0,3,0,0.0
14117,1,72,143,90.0,90.0,3,0.0,3,0,0.0
15043,1,300,31,537.0,537.0,3,0.0,3,0,0.0
13011,1,13,372,50.6,50.6,3,0.0,3,0,0.0
16319,1,72,217,404.4,404.4,3,0.0,3,0,0.0
12864,1,216,138,147.1,147.1,3,0.0,3,0,0.0
15619,1,136,10,336.4,336.4,3,0.0,3,0,0.0
12855,1,30,372,38.1,38.1,3,0.0,3,0,0.0
13194,1,26,135,60.7,60.7,3,0.0,3,0,0.0
14423,1,120,218,265.2,265.2,3,0.0,3,0,0.0
16262,1,-5,360,-31.6,-31.6,3,0.0,3,3,1.0
13403,1,44,17,75.0,75.0,3,0.0,3,0,0.0
16171,1,24,59,73.2,73.2,3,0.0,3,0,0.0
15178,1,30,260,40.5,40.5,3,0.0,3,0,0.0
13948,1,40,360,102.0,102.0,3,0.0,3,0,0.0
12445,1,60,22,77.4,77.4,3,0.0,3,0,0.0
16986,2,1040,29,1873.2,936.6,3,0.0,3,0,0.0
17163,2,66,21,293.1,146.6,3,14.0,5,0,0.0
16878,2,0,24,0.0,0.0,3,11.8,6,3,0.5
12897,2,110,204,216.5,108.3,3,32.33,4,0,0.0
14520,2,146,1,270.6,135.3,3,96.33,4,0,0.0
15612,2,51,36,180.2,90.1,3,6.25,5,0,0.0
13832,2,25,17,40.9,20.4,3,0.33,4,1,0.25
12995,2,98,77,200.7,100.3,3,1.75,5,2,0.4
18246,2,166,23,596.1,298.1,3,69.67,4,0,0.0
16405,2,187,302,167.3,83.7,3,1.75,5,0,0.0
16506,2,42,19,90.3,45.1,3,10.0,3,0,0.0
17707,2,144,185,152.4,76.2,3,37.75,5,0,0.0
13848,3,3700,92,1255.0,418.3,3,68.25,5,0,0.0
17500,3,17,17,1138.0,379.3,3,3.0,5,0,0.0
16671,3,875,28,1692.3,564.1,3,27.0,6,0,0.0
16446,3,2,0,2.9,1.0,3,68.0,4,1,0.25
15206,4,162,10,420.3,105.1,3,33.13,9,0,0.0
17268,4,844,107,763.6,190.9,3,27.2,6,0,0.0
15587,4,312,50,913.7,228.4,3,37.62,9,0,0.0
17900,4,0,164,0.0,0.0,3,2.78,10,5,0.5
17440,5,232,147,177.1,35.4,3,14.0,8,3,0.38
13217,5,114,122,133.6,26.7,3,5.5,7,3,0.43
14434,6,368,21,1372.8,228.8,3,4.36,12,0,0.0
12403,1,94,49,391.7,391.7,4,0.0,4,0,0.0
15368,1,230,21,446.9,446.9,4,0.0,4,0,0.0
17174,1,41,217,59.9,59.9,4,0.0,4,0,0.0
12659,1,104,29,73.7,73.7,4,0.0,4,0,0.0
12873,1,128,282,374.0,374.0,4,0.0,4,0,0.0
13551,1,12,319,91.8,91.8,4,0.0,4,0,0.0
14840,1,31,267,62.9,62.9,4,0.0,4,0,0.0
15160,1,84,357,158.2,158.2,4,0.0,4,0,0.0
15728,1,-34,49,-134.8,-134.8,4,0.0,4,4,1.0
14373,1,17,358,76.6,76.6,4,0.0,4,0,0.0
12756,1,144,86,112.1,112.1,4,0.0,4,0,0.0
14566,1,800,110,1432.0,1432.0,4,0.0,4,0,0.0
17212,1,147,253,226.8,226.8,4,0.0,4,0,0.0
17394,1,241,219,203.9,203.9,4,0.0,4,0,0.0
14371,1,34,295,100.5,100.5,4,0.0,4,0,0.0
12401,1,10,303,69.3,69.3,4,0.0,4,0,0.0
13160,1,56,22,91.8,91.8,4,0.0,4,0,0.0
12353,1,20,204,89.0,89.0,4,0.0,4,0,0.0
12734,1,88,352,110.4,110.4,4,0.0,4,0,0.0
14816,1,5,197,271.8,271.8,4,0.0,4,0,0.0
13006,1,55,56,81.6,81.6,4,0.0,4,0,0.0
18256,1,-70,354,-50.1,-50.1,4,0.0,4,4,1.0
16387,1,44,322,94.4,94.4,4,0.0,4,0,0.0
14124,1,1618,84,419.6,419.6,4,0.0,5,0,0.0
14457,1,88,310,113.6,113.6,4,0.0,4,0,0.0
14661,1,35,26,108.0,108.0,4,0.0,4,0,0.0
12984,1,26,18,97.5,97.5,4,0.0,4,0,0.0
13514,1,40,73,152.2,152.2,4,0.0,4,0,0.0
17620,1,60,59,81.4,81.4,4,0.0,4,0,0.0
16505,1,576,31,777.6,777.6,4,0.0,4,0,0.0
15899,1,39,368,56.3,56.3,4,0.0,4,0,0.0
14080,1,48,32,45.6,45.6,4,0.0,4,0,0.0
12548,1,48,166,67.2,67.2,4,0.0,4,0,0.0
14865,2,108,7,52.2,26.1,4,121.33,4,0,0.0
17991,2,25,225,93.4,46.7,4,0.0,5,0,0.0
17026,2,97,185,154.8,77.4,4,61.33,4,0,0.0
14836,2,43,10,99.4,49.7,4,5.0,5,0,0.0
15661,2,236,317,309.8,154.9,4,5.25,5,0,0.0
16698,2,840,226,1998.0,999.0,4,6.5,5,0,0.0
15526,2,24,33,148.4,74.2,4,0.0,4,0,0.0
13693,2,-6,325,-32.0,-16.0,4,0.0,4,4,1.0
15653,2,1200,92,877.4,438.7,4,4.6,6,0,0.0
14768,3,34,17,139.5,46.5,4,21.8,6,1,0.17
13003,3,103,105,149.1,49.7,4,21.6,6,0,0.0
12755,3,867,249,2220.7,740.2,4,28.75,5,1,0.2
15973,3,87,235,99.8,33.3,4,26.0,6,2,0.33
14147,3,96,49,468.4,156.1,4,47.0,6,1,0.17
12888,4,68,214,313.8,78.5,4,6.5,7,2,0.29
14045,4,535,109,1659.8,414.9,4,52.6,6,0,0.0
13672,5,0,301,0.0,0.0,4,2.21,15,9,0.6
17929,5,107,11,834.5,166.9,4,59.2,6,1,0.17
17723,6,792,127,3276.4,546.1,4,9.44,10,0,0.0
15473,10,552,14,1465.2,146.5,4,3.38,14,3,0.21
13094,16,1542,21,1708.9,106.8,4,11.76,30,6,0.2
15042,1,30,199,135.9,135.9,5,0.0,5,0,0.0
15703,1,66,264,211.5,211.5,5,0.0,5,0,0.0
14752,1,260,43,389.6,389.6,5,0.0,5,0,0.0
16542,1,46,53,119.6,119.6,5,0.0,5,0,0.0
14393,1,13,218,68.0,68.0,5,0.0,5,0,0.0
15168,1,52,25,106.6,106.6,5,0.0,5,0,0.0
15350,1,51,373,115.7,115.7,5,0.0,5,0,0.0
16789,1,32,8,80.8,80.8,5,0.0,5,0,0.0
15063,1,56,213,370.8,370.8,5,0.0,5,0,0.0
13958,1,-23,372,-102.5,-102.5,5,0.0,5,5,1.0
16617,1,91,235,151.8,151.8,5,0.0,5,0,0.0
13216,1,297,267,333.7,333.7,5,0.0,5,0,0.0
15445,1,58,264,113.5,113.5,5,0.0,5,0,0.0
17060,1,216,266,234.2,234.2,5,0.0,5,0,0.0
15222,1,440,318,585.0,585.0,5,0.0,5,0,0.0
14259,1,68,141,120.0,120.0,5,0.0,5,0,0.0
18019,1,7,51,38.5,38.5,5,0.0,5,0,0.0
13522,1,44,30,125.8,125.8,5,0.0,5,0,0.0
15083,1,38,256,88.2,88.2,5,0.0,5,0,0.0
14962,1,44,270,126.7,126.7,5,0.0,5,0,0.0
15347,1,130,366,201.6,201.6,5,0.0,5,0,0.0
12968,1,73,112,135.9,135.9,5,0.0,5,0,0.0
14213,1,-244,371,-1192.2,-1192.2,5,0.0,5,5,1.0
16623,1,39,245,129.4,129.4,5,0.0,5,0,0.0
14542,1,19,185,103.3,103.3,5,0.0,5,0,0.0
13299,1,30,268,142.5,142.5,5,0.0,5,0,0.0
18227,1,21,217,93.8,93.8,5,0.0,5,0,0.0
18032,1,42,334,73.5,73.5,5,0.0,5,0,0.0
13296,1,78,137,87.4,87.4,5,0.0,5,0,0.0
16377,1,1500,267,676.2,676.2,5,0.0,5,0,0.0
14627,1,-5,311,-21.8,-21.8,5,0.0,5,5,1.0
13992,1,64,30,76.8,76.8,5,0.0,5,0,0.0
17628,1,79,81,75.8,75.8,5,0.0,5,0,0.0
17640,1,250,86,621.7,621.7,5,0.0,5,0,0.0
13218,1,88,127,62.6,62.6,5,0.0,5,0,0.0
16363,1,52,53,109.4,109.4,5,0.0,5,0,0.0
13651,1,32,39,79.2,79.2,5,0.0,5,0,0.0
16569,1,93,3,124.2,124.2,5,0.0,5,0,0.0
17844,1,52,106,51.6,51.6,5,0.0,5,0,0.0
14437,1,60,365,63.0,63.0,5,0.0,5,0,0.0
13645,1,158,120,252.1,252.1,5,0.0,5,0,0.0
18050,1,40,359,74.4,74.4,5,0.0,5,0,0.0
15593,1,60,70,199.8,199.8,5,0.0,5,0,0.0
13947,1,44,65,90.6,90.6,5,0.0,5,0,0.0
17353,2,1200,129,1740.0,870.0,5,3.57,8,0,0.0
13525,2,394,14,628.8,314.4,5,46.6,6,0,0.0
15212,2,33,239,88.9,44.5,5,0.17,7,2,0.29
13493,2,377,275,498.6,249.3,5,2.2,6,0,0.0
14760,2,28,294,53.8,26.9,5,0.33,7,2,0.29
12863,2,186,52,504.2,252.1,5,29.2,6,1,0.17
13811,2,63,183,519.8,259.9,5,6.11,10,0,0.0
17549,2,210,23,148.9,74.5,5,5.4,6,0,0.0
16414,2,27,21,126.3,63.1,5,43.0,7,0,0.0
17330,2,120,22,363.9,181.9,5,8.8,6,0,0.0
15171,2,190,324,1034.5,517.3,5,1.0,7,2,0.29
17468,2,116,10,137.0,68.5,5,1.0,5,0,0.0
17578,2,90,190,124.7,62.4,5,5.4,6,1,0.17
17820,2,-5,191,-24.1,-12.1,5,41.75,5,5,1.0
15729,2,24,198,62.0,31.0,5,2.8,6,1,0.17
17414,2,2100,43,778.0,389.0,5,28.2,6,0,0.0
13223,2,88,200,163.2,81.6,5,7.75,5,0,0.0
16927,3,993,115,543.1,181.0,5,49.0,6,0,0.0
14463,3,178,98,514.6,171.5,5,26.5,5,0,0.0
13058,3,52,24,271.4,90.5,5,18.0,8,0,0.0
16163,3,92,225,441.6,147.2,5,23.17,7,1,0.14
15759,3,60,218,253.0,84.3,5,23.17,7,0,0.0
16872,3,600,77,680.0,226.7,5,17.83,7,0,0.0
15199,4,396,59,1268.7,317.2,5,20.58,13,0,0.0
13277,4,176,15,258.4,64.6,5,16.57,8,0,0.0
12504,4,48,18,60.0,15.0,5,0.85,14,6,0.43
13145,5,142,39,614.8,123.0,5,55.33,7,1,0.14
12464,8,95,10,957.0,119.6,5,14.1,22,0,0.0
17940,9,9322,49,2152.2,239.1,5,15.56,17,0,0.0
14967,1,140,49,463.8,463.8,6,0.0,6,0,0.0
17879,1,45,173,178.5,178.5,6,0.0,6,0,0.0
14582,1,73,40,114.1,114.1,6,0.0,6,0,0.0
15256,1,55,148,98.5,98.5,6,0.0,6,0,0.0
14027,1,62,60,104.8,104.8,6,0.0,6,0,0.0
13080,1,120,179,58.1,58.1,6,0.0,6,0,0.0
15397,1,20,289,94.0,94.0,6,0.0,6,0,0.0
14353,1,64,215,90.6,90.6,6,0.0,6,0,0.0
13689,1,512,63,910.0,910.0,6,0.0,6,0,0.0
15610,1,66,51,112.5,112.5,6,0.0,6,0,0.0
16190,1,88,40,215.1,215.1,6,0.0,6,0,0.0
16213,1,48,78,159.0,159.0,6,0.0,6,0,0.0
14795,1,17,166,131.4,131.4,6,0.0,6,0,0.0
14887,1,1100,79,1862.0,1862.0,6,0.0,6,0,0.0
14196,1,142,106,335.5,335.5,6,0.0,6,0,0.0
14782,1,114,319,200.1,200.1,6,0.0,6,0,0.0
17325,1,60,280,96.8,96.8,6,0.0,6,0,0.0
15944,1,50,276,325.1,325.1,6,0.0,6,0,0.0
14861,1,117,52,125.8,125.8,6,0.0,6,0,0.0
14340,1,58,218,134.7,134.7,6,0.0,6,0,0.0
16430,1,103,57,300.9,300.9,6,0.0,6,0,0.0
16610,1,66,219,75.7,75.7,6,0.0,6,0,0.0
12821,1,70,214,92.7,92.7,6,0.0,6,0,0.0
13095,1,144,70,74.4,74.4,6,0.0,6,0,0.0
12686,1,106,371,71.1,71.1,6,0.0,6,0,0.0
17718,1,83,232,139.3,139.3,6,0.0,6,0,0.0
15705,1,62,201,143.1,143.1,6,0.0,6,0,0.0
15266,1,18,338,119.3,119.3,6,0.0,6,0,0.0
15428,1,102,15,93.8,93.8,6,0.0,6,0,0.0
15709,1,121,283,133.3,133.3,6,0.0,6,0,0.0
14039,1,92,33,152.2,152.2,6,0.0,6,0,0.0
17524,1,90,361,145.0,145.0,6,0.0,6,0,0.0
16516,1,58,30,101.7,101.7,6,0.0,6,0,0.0
16276,1,420,176,810.6,810.6,6,0.0,6,0,0.0
12509,1,54,284,158.5,158.5,6,0.0,6,0,0.0
14155,1,25,266,118.8,118.8,6,0.0,6,0,0.0
13723,1,43,217,199.9,199.9,6,0.0,6,0,0.0
18255,1,74,89,103.3,103.3,6,0.0,6,0,0.0
16582,1,164,113,313.6,313.6,6,0.0,6,0,0.0
16106,1,74,65,108.4,108.4,6,0.0,6,0,0.0
14789,1,116,28,197.6,197.6,6,0.0,6,0,0.0
15180,1,36,367,87.5,87.5,6,0.0,6,0,0.0
17556,1,101,205,157.9,157.9,6,0.0,6,0,0.0
14345,1,50,38,109.0,109.0,6,0.0,6,0,0.0
18240,1,126,46,422.6,422.6,6,0.0,6,0,0.0
15247,1,160,122,356.0,356.0,6,0.0,6,0,0.0
17513,1,254,72,513.2,513.2,6,0.0,6,0,0.0
14054,1,62,65,92.5,92.5,6,0.0,6,0,0.0
16227,2,88,219,308.3,154.2,6,1.0,7,1,0.14
12547,2,132,197,151.8,75.9,6,16.4,6,0,0.0
16424,2,82,191,82.6,41.3,6,29.0,6,1,0.17
14495,2,62,50,123.8,61.9,6,14.0,6,0,0.0
14764,2,175,43,250.6,125.3,6,0.33,7,1,0.14
14295,2,83,40,157.7,78.8,6,58.4,6,1,0.17
14882,2,158,26,589.7,294.9,6,0.7,11,0,0.0
15422,2,38,323,97.7,48.9,6,0.0,6,0,0.0
17746,2,26,234,98.8,49.4,6,0.71,8,2,0.25
18048,2,127,203,172.3,86.2,6,0.0,7,0,0.0
17446,2,198,176,120.9,60.5,6,16.63,9,0,0.0
14500,3,117,88,356.9,119.0,6,16.67,7,0,0.0
14681,3,76,71,498.9,166.3,6,23.33,7,0,0.0
16226,3,192,203,255.1,85.0,6,4.43,8,0,0.0
18087,3,3570,144,2917.3,972.4,6,31.2,6,5,0.83
12798,3,5256,10,6977.0,2325.7,6,22.86,8,0,0.0
16041,3,1584,30,3166.4,1055.5,6,22.0,6,0,0.0
15793,4,552,9,949.0,237.3,6,21.5,13,1,0.08
15749,4,9014,235,21535.9,5384.0,6,6.93,15,5,0.33
13323,5,175,3,787.9,157.6,6,4.0,21,0,0.0
14145,5,636,46,3148.2,629.6,6,15.27,12,1,0.08
13027,6,17280,113,6912.0,1152.0,6,9.52,26,0,0.0
13631,12,460,99,3021.8,251.8,6,15.0,12,1,0.08
12980,12,864,155,7092.1,591.0,6,8.52,24,4,0.17
12884,1,43,88,309.1,309.1,7,0.0,7,0,0.0
14890,1,51,253,125.7,125.7,7,0.0,7,0,0.0
16757,1,81,318,106.8,106.8,7,0.0,7,0,0.0
12881,1,21,275,298.0,298.0,7,0.0,7,0,0.0
18086,1,106,274,101.3,101.3,7,0.0,7,0,0.0
15775,1,68,245,104.9,104.9,7,0.0,7,0,0.0
13938,1,70,35,71.7,71.7,7,0.0,7,0,0.0
17122,1,80,119,138.3,138.3,7,0.0,7,0,0.0
15361,1,336,361,418.9,418.9,7,0.0,7,0,0.0
16959,1,49,87,117.4,117.4,7,0.0,7,0,0.0
18042,1,33,53,165.0,165.0,7,0.0,7,0,0.0
17647,1,30,65,133.1,133.1,7,0.0,7,0,0.0
17709,1,17,169,137.5,137.5,7,0.0,7,0,0.0
14494,1,92,25,139.6,139.6,7,0.0,7,0,0.0
14143,1,30,133,115.8,115.8,7,0.0,7,0,0.0
15958,1,33,74,104.4,104.4,7,0.0,7,0,0.0
15395,1,17,325,107.4,107.4,7,0.0,7,0,0.0
